700,1.8400867
702,1.40231049
704,1.58280337
706,2.46529722
708,0.99544245
710,2.07438588
712,3.98951006
714,2.87744975
716,3.48858809
718,5.34859848
720,5.37619305
722,3.73923564
724,7.7736578
726,9.47098923
728,8.19439316
730,9.37883186
732,11.3495398
734,20.7677364
736,18.388586
738,19.6762371
740,27.6161652
742,34.0293999
744,39.1307411
746,38.9726028
748,47.4799271
750,53.2245255
752,54.4314232
754,69.1836853
756,77.1035309
758,92.4369202
760,123.381577
762,130.790604
764,126.998322
766,178.747849
768,221.612457
770,274.739136
772,402.757538
774,484.9599
776,677.332642
778,847.463013
780,1140.86243
782,1368.46655
784,1734.01453
786,2068.7373
788,2423.40796
790,2705.02075
792,2824.43091
794,3115.70044
796,3105.78564
798,3282.27979
800,3155.77856
802,2876.83789
804,2848.62305
806,2535.88672
808,2444.70337
810,2201.98071
812,1986.60718
814,1758.42444
816,1533.58801
818,1395.47034
820,1251.37817
822,1036.06628
824,966.871399
826,791.927246
828,773.00531
830,575.659973
832,553.265137
834,481.399261
836,410.100586
838,385.686523
840,324.638611
842,293.927643
844,258.825043
846,210.427368
848,218.898651
850,168.806778
852,151.912659
854,117.584404
856,117.280495
858,126.007843
860,87.5810242
862,70.7788696
864,73.0593033
866,69.4692154
868,79.8111343
870,59.3634109
872,29.5503902
874,22.7710724
876,39.2384491
878,23.8087845
880,22.3735542
882,40.2436867
884,22.8179226
886,32.3008156
888,29.4516296
890,0
892,49.0148811
894,0
896,0
898,60.8300285
900,107.2938
